Profile,Date,1:00 am,2:00 am,3:00 am,4:00 am,5:00 am,6:00 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,12:00 pm,1:00 pm,2:00 pm,3:00 pm,4:00 pm,5:00 pm,6:00 pm,7:00 pm,8:00 pm,9:00 pm,10:00 pm,11:00 pm,12:00 am
E1,01/01/2010,0.7029,0.6269,0.567,0.56085,0.55445,0.5423,0.5717,0.64025,0.72455,0.8012,0.81075,0.8512,0.89685,0.8756,0.80065,0.81285,0.83935,0.99125,1.0593,1.01915,1.0461,0.9643,0.8595,0.77485
E1,01/02/2010,0.63995,0.56565,0.5352,0.52565,0.5203,0.5315,0.56965,0.64475,0.73135,0.79635,0.8464,0.8713,0.84305,0.7912,0.77175,0.75805,0.8075,0.97005,1.07085,1.0465,1.00905,0.98235,0.8723,0.7794
E1,01/03/2010,0.681,0.60285,0.5787,0.5435,0.5527,0.5607,0.6037,0.6913,0.77725,0.85165,0.8868,0.8566,0.8623,0.84075,0.79745,0.81605,0.8637,1.084,1.119,1.1727,1.1559,1.0418,0.8677,0.7232
E1,01/04/2010,0.63645,0.57615,0.53745,0.52805,0.5397,0.6051,0.70615,0.796,0.8005,0.81015,0.77005,0.7549,0.73365,0.70465,0.70845,0.73325,0.84125,1.064,1.188,1.16005,1.16535,1.06125,0.90725,0.7432
E1,01/05/2010,0.63815,0.5743,0.5455,0.52855,0.54845,0.6195,0.73005,0.83055,0.8135,0.8321,0.80745,0.7957,0.7567,0.7202,0.71715,0.7526,0.8273,1.02265,1.15035,1.166,1.11485,1.03275,0.88945,0.73985
E1,01/06/2010,0.62115,0.577,0.542,0.5255,0.55035,0.60375,0.7316,0.8121,0.7785,0.75295,0.78455,0.7797,0.80045,0.74155,0.7464,0.76165,0.82995,1.03405,1.10595,1.13915,1.13315,1.0345,0.89565,0.7305
E1,01/07/2010,0.61305,0.56875,0.54145,0.54555,0.5515,0.62625,0.7373,0.8412,0.8013,0.8086,0.77165,0.7729,0.78495,0.7349,0.70285,0.7403,0.8247,1.04795,1.12215,1.1171,1.09835,1.0024,0.86895,0.7461
E1,01/08/2010,0.6404,0.579,0.5421,0.5225,0.5382,0.5969,0.73415,0.82345,0.8404,0.80765,0.8156,0.8123,0.788,0.76305,0.70995,0.6853,0.7858,0.9827,1.0285,1.05245,1.07815,1.0233,0.875,0.7672
E1,01/09/2010,0.648,0.5814,0.5441,0.5253,0.53635,0.56815,0.6322,0.7184,0.86405,0.88955,0.8766,0.89555,0.91935,0.862,0.87845,0.90495,0.88585,1.0196,1.0772,1.06375,1.0283,0.9981,0.91765,0.77455
E1,01/10/2010,0.66275,0.5722,0.5285,0.51405,0.5287,0.54795,0.6029,0.702,0.818,0.8815,0.8812,0.90085,0.89145,0.9044,0.8777,0.8862,0.9588,1.13845,1.2035,1.17285,1.1453,0.9964,0.83645,0.7054
E1,01/11/2010,0.6114,0.5619,0.52185,0.5031,0.5184,0.6015,0.75915,0.85055,0.79815,0.82165,0.80735,0.74855,0.74425,0.7208,0.6794,0.7261,0.8292,1.041,1.1353,1.1509,1.07735,0.99945,0.8765,0.7272
E1,01/12/2010,0.61685,0.54285,0.49685,0.48725,0.50265,0.57615,0.698,0.7869,0.77665,0.73015,0.776,0.73315,0.7405,0.71935,0.68405,0.723,0.79305,0.9361,1.0355,1.0636,1.03255,0.96445,0.79765,0.65645
E1,01/13/2010,0.54835,0.49,0.46095,0.44655,0.4671,0.5372,0.6418,0.76255,0.6961,0.71755,0.7097,0.66995,0.67745,0.6355,0.63115,0.66475,0.71275,0.91615,1.0532,1.03125,0.99955,0.9215,0.80125,0.6733
E1,01/14/2010,0.5681,0.5267,0.5046,0.5039,0.52115,0.5884,0.7502,0.85115,0.7726,0.7606,0.72745,0.6789,0.67045,0.65795,0.63805,0.62965,0.7086,0.9214,1.0283,1.03725,1.0413,0.9418,0.85815,0.70595
E1,01/15/2010,0.605,0.5731,0.53105,0.51935,0.53525,0.5966,0.7524,0.8129,0.78865,0.8072,0.78305,0.76435,0.7315,0.6981,0.6668,0.7109,0.8103,0.98965,1.04675,1.03475,1.0006,0.9437,0.8231,0.73565
E1,01/16/2010,0.602,0.5586,0.52965,0.52125,0.5146,0.53985,0.62205,0.73245,0.8359,0.86875,0.87045,0.8478,0.82525,0.83745,0.8417,0.82185,0.86635,0.98685,1.0689,1.0191,0.97575,0.908,0.825,0.7026
E1,01/17/2010,0.60715,0.5536,0.5185,0.491,0.48425,0.5084,0.58285,0.67195,0.78965,0.87735,0.90955,0.91245,0.9158,0.95665,0.9427,0.94265,0.95365,1.0594,1.0831,1.05185,1.05795,0.96875,0.8362,0.72455
E1,01/18/2010,0.60415,0.53915,0.5088,0.4951,0.50115,0.54605,0.6222,0.7347,0.8507,0.9116,0.96395,0.9381,0.89585,0.8751,0.8144,0.87785,0.945,1.05755,1.13695,1.13585,1.08595,1.01035,0.84635,0.7161
E1,01/19/2010,0.60795,0.55115,0.5141,0.5103,0.51995,0.5935,0.75355,0.81515,0.81605,0.8229,0.82035,0.79025,0.7594,0.76075,0.70505,0.7753,0.8424,1.0366,1.13815,1.13585,1.13285,1.0269,0.8724,0.7329
E1,01/20/2010,0.6109,0.5679,0.52205,0.5131,0.53525,0.608,0.76325,0.86065,0.84725,0.82425,0.82065,0.7854,0.8161,0.81015,0.8052,0.8213,0.87085,1.04435,1.1384,1.1174,1.0911,1.04035,0.88895,0.7497
E1,01/21/2010,0.6391,0.5787,0.54505,0.5347,0.54015,0.6164,0.78785,0.88145,0.84855,0.8731,0.8663,0.81705,0.8436,0.83515,0.77865,0.8442,0.92985,1.0789,1.17265,1.2123,1.18815,1.09405,0.9484,0.8021
E1,01/22/2010,0.68295,0.60845,0.5492,0.54255,0.55355,0.63025,0.76105,0.90665,0.8824,0.88685,0.87085,0.84405,0.81435,0.8221,0.77895,0.78275,0.87415,1.0663,1.117,1.10055,1.09875,1.05105,0.93485,0.8075
E1,01/23/2010,0.71675,0.6604,0.60145,0.58535,0.56555,0.579,0.6579,0.74545,0.86325,0.93035,0.8957,0.86505,0.8571,0.8331,0.80315,0.8332,0.87795,0.98265,1.05545,1.0266,1.01395,0.96105,0.90055,0.77345
E1,01/24/2010,0.6724,0.6047,0.57155,0.5503,0.5497,0.58655,0.64615,0.74,0.85985,0.94035,0.9827,1.00255,0.98745,0.9874,0.9292,0.9301,1.0208,1.1365,1.1771,1.136,1.144,1.02265,0.9121,0.77015
E1,01/25/2010,0.6269,0.572,0.52105,0.5127,0.52835,0.58955,0.75925,0.8974,0.8187,0.7741,0.83115,0.8191,0.8151,0.789,0.75545,0.8135,0.88115,1.05655,1.1585,1.163,1.1354,1.01855,0.85775,0.70595
E1,01/26/2010,0.58865,0.5424,0.51775,0.5159,0.5199,0.5776,0.71695,0.8354,0.8025,0.8281,0.7736,0.7302,0.7327,0.7309,0.7032,0.74475,0.80025,1.0093,1.11475,1.0724,1.0725,0.9905,0.85955,0.7254
E1,01/27/2010,0.61875,0.54465,0.52215,0.52145,0.52025,0.58425,0.71865,0.8393,0.7959,0.75085,0.74385,0.7312,0.7473,0.7439,0.6893,0.69545,0.7597,0.96235,1.0761,1.07715,1.06025,1.00845,0.86815,0.72625
E1,01/28/2010,0.6162,0.55885,0.5178,0.5179,0.51365,0.5897,0.78135,0.85615,0.78545,0.7498,0.7292,0.6923,0.65615,0.6417,0.6303,0.6481,0.72765,0.90065,1.02805,1.05865,1.0597,0.97655,0.84415,0.71225
E1,01/29/2010,0.612,0.5633,0.51085,0.52025,0.5253,0.59805,0.75275,0.85655,0.8246,0.8062,0.75555,0.71895,0.69205,0.65885,0.63575,0.69725,0.7808,0.9242,1.02225,1.0207,0.99335,0.9321,0.81755,0.696
E1,01/30/2010,0.6114,0.55645,0.51955,0.49755,0.4989,0.5309,0.5988,0.6911,0.8222,0.8917,0.87925,0.84895,0.7954,0.7803,0.7678,0.76585,0.7619,0.8989,0.995,1.03135,0.9726,0.9356,0.82155,0.7078
E1,01/31/2010,0.6307,0.5764,0.53955,0.5211,0.5172,0.54505,0.59995,0.71665,0.83085,0.86015,0.8202,0.8069,0.8015,0.7739,0.7764,0.77915,0.8079,0.9612,1.02515,1.07275,1.02965,0.9065,0.7986,0.6712
E1,02/01/2010,0.5877,0.53535,0.5024,0.49375,0.5004,0.56105,0.7092,0.8127,0.76245,0.7275,0.74055,0.69805,0.6876,0.6687,0.6314,0.6875,0.79755,0.93325,1.0899,1.06535,1.0208,0.9539,0.83375,0.6905
E1,02/02/2010,0.5956,0.5268,0.4948,0.49605,0.50585,0.57355,0.72405,0.80285,0.7642,0.74525,0.72075,0.68105,0.6634,0.6686,0.65255,0.66035,0.72665,0.90635,1.04465,1.0627,1.0501,0.9646,0.8166,0.6818
E1,02/03/2010,0.59485,0.53925,0.5065,0.4986,0.5102,0.58945,0.7476,0.83895,0.7447,0.7568,0.70155,0.6719,0.6608,0.62875,0.6026,0.62995,0.7197,0.8929,1.0629,1.0678,1.02085,0.9511,0.82835,0.69035
E1,02/04/2010,0.59195,0.528,0.51085,0.5088,0.52,0.582,0.75815,0.81445,0.7703,0.73265,0.71655,0.73395,0.7261,0.70355,0.6974,0.73615,0.8157,0.9855,1.09455,1.10765,1.0544,0.94015,0.82795,0.68635
E1,02/05/2010,0.60125,0.53875,0.5084,0.4871,0.52,0.5664,0.7151,0.8065,0.77855,0.74225,0.7356,0.69825,0.66985,0.65235,0.6227,0.6646,0.6945,0.84515,0.93815,0.9522,0.9752,0.88275,0.7795,0.67145
E1,02/06/2010,0.58175,0.52585,0.49225,0.49185,0.48325,0.5022,0.57335,0.67285,0.76445,0.84835,0.8893,0.9085,0.8792,0.8278,0.80855,0.8185,0.81485,0.88035,0.9878,1.00095,0.98015,0.90025,0.8217,0.7099
E1,02/07/2010,0.61295,0.57835,0.5256,0.503,0.5043,0.5204,0.5822,0.6808,0.77425,0.8245,0.8731,0.88155,0.85875,0.8383,0.8056,0.8223,0.80725,0.8931,0.96815,0.986,1.03425,0.94375,0.83005,0.694
E1,02/08/2010,0.61685,0.5605,0.515,0.51275,0.5212,0.58875,0.7099,0.798,0.751,0.7392,0.73455,0.6926,0.73995,0.7119,0.68985,0.6958,0.76065,1.00225,1.0926,1.13915,1.06205,0.944,0.85995,0.70575
E1,02/09/2010,0.594,0.53045,0.4944,0.5028,0.5094,0.56685,0.75835,0.82175,0.77595,0.72605,0.70755,0.6991,0.6897,0.69735,0.68645,0.68995,0.75975,0.90595,1.05035,1.0773,1.0395,0.96125,0.83525,0.70085
E1,02/10/2010,0.60425,0.5487,0.5383,0.5171,0.5425,0.62445,0.80005,0.86605,0.806,0.77085,0.76125,0.70155,0.7269,0.67635,0.64675,0.65405,0.70605,0.87015,1.05635,1.10645,1.09215,1.0205,0.88745,0.7216
E1,02/11/2010,0.6109,0.5433,0.52045,0.5092,0.5155,0.58995,0.75595,0.82705,0.7732,0.7439,0.75685,0.71585,0.6815,0.65975,0.6416,0.63825,0.6929,0.81965,1.0001,1.0443,1.02925,0.94295,0.84035,0.6928
E1,02/12/2010,0.57955,0.52715,0.4875,0.4854,0.4931,0.5643,0.7097,0.7708,0.76105,0.7555,0.7635,0.71605,0.7094,0.69085,0.6424,0.63175,0.66985,0.8326,0.9085,0.91695,0.9049,0.8531,0.77095,0.6791
E1,02/13/2010,0.60885,0.53755,0.48475,0.4814,0.48485,0.50975,0.55465,0.6414,0.7623,0.79435,0.78205,0.76805,0.7342,0.7109,0.666,0.6273,0.67325,0.7547,0.90235,0.93705,0.92595,0.85605,0.7575,0.669
E1,02/14/2010,0.5861,0.52285,0.4952,0.48455,0.4759,0.50895,0.57195,0.66985,0.7608,0.82435,0.83545,0.78425,0.7496,0.75015,0.7015,0.74245,0.7333,0.8248,0.9494,0.9172,0.9184,0.8522,0.7557,0.6636
E1,02/15/2010,0.58875,0.5123,0.4628,0.45045,0.4555,0.49535,0.567,0.6624,0.7709,0.79595,0.8021,0.78375,0.73345,0.6885,0.6924,0.69225,0.7058,0.8638,1.0051,1.01885,0.99085,0.90985,0.78545,0.6239
E1,02/16/2010,0.539,0.49735,0.45345,0.4511,0.46645,0.51065,0.6463,0.7198,0.72825,0.69795,0.6918,0.6324,0.63855,0.6064,0.59505,0.6124,0.66685,0.75405,0.97095,0.9906,0.98145,0.8969,0.77035,0.62595
E1,02/17/2010,0.52395,0.48495,0.4522,0.4454,0.458,0.5179,0.684,0.73775,0.688,0.64985,0.65945,0.653,0.6628,0.6041,0.5665,0.59095,0.61885,0.7685,0.93745,1.02835,0.9849,0.8559,0.7206,0.59865
E1,02/18/2010,0.50925,0.4763,0.44105,0.43695,0.4592,0.52875,0.6656,0.74395,0.74325,0.69855,0.6779,0.6202,0.65275,0.6115,0.5865,0.6103,0.6523,0.81525,0.95585,0.9979,0.99745,0.91265,0.77005,0.64595
E1,02/19/2010,0.5289,0.48645,0.4527,0.45115,0.459,0.5162,0.65265,0.73755,0.7379,0.72195,0.7399,0.7194,0.716,0.6708,0.66155,0.6748,0.71215,0.8486,0.95965,0.97605,0.9557,0.8681,0.76065,0.65505
E1,02/20/2010,0.6002,0.5213,0.4779,0.4782,0.47845,0.5068,0.5716,0.6536,0.7466,0.8101,0.8604,0.78955,0.7906,0.7742,0.7809,0.7505,0.746,0.8465,0.97415,0.98215,0.96105,0.9005,0.7928,0.69835
