Profile,Date,1:00 am,2:00 am,3:00 am,4:00 am,5:00 am,6:00 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,12:00 pm,1:00 pm,2:00 pm,3:00 pm,4:00 pm,5:00 pm,6:00 pm,7:00 pm,8:00 pm,9:00 pm,10:00 pm,11:00 pm,12:00 am
E1,01/01/2002,0.644,0.56235,0.5077,0.4847,0.48015,0.46725,0.5085,0.5651,0.6856,0.78755,0.8788,0.9253,0.9187,0.88705,0.85385,0.91445,0.9453,1.08745,1.18315,1.10335,1.0658,0.95015,0.7788,0.6525
E1,01/02/2002,0.5397,0.46865,0.42565,0.4271,0.4454,0.5013,0.6091,0.69495,0.69935,0.76015,0.77855,0.7437,0.76185,0.75675,0.7259,0.7525,0.8449,1.07255,1.15805,1.1248,1.0686,0.95935,0.8345,0.67935
E1,01/03/2002,0.56395,0.49595,0.45775,0.4606,0.4867,0.53245,0.65825,0.7471,0.71505,0.72015,0.7168,0.7351,0.69955,0.65195,0.65305,0.6397,0.74755,1.0074,1.1495,1.11915,1.05395,0.9446,0.82745,0.66095
E1,01/04/2002,0.55415,0.5049,0.4595,0.4779,0.4881,0.55125,0.6958,0.7893,0.74705,0.76,0.7715,0.7396,0.71025,0.6622,0.6528,0.67655,0.80485,1.04,1.09725,1.05495,1.01665,0.91955,0.8159,0.6882
E1,01/05/2002,0.6004,0.5347,0.4777,0.4634,0.47875,0.50025,0.53925,0.6831,0.79235,0.84555,0.85805,0.84495,0.814,0.8167,0.81495,0.8385,0.89495,1.0727,1.0987,1.0365,0.95665,0.88585,0.8033,0.69685
E1,01/06/2002,0.5848,0.5141,0.4876,0.48135,0.46435,0.4829,0.52595,0.6199,0.74095,0.84635,0.91515,0.86455,0.85465,0.8492,0.80795,0.80155,0.8651,1.08735,1.16835,1.1451,1.09655,0.9688,0.8468,0.65645
E1,01/07/2002,0.5472,0.49765,0.46115,0.45745,0.48295,0.56685,0.73055,0.8341,0.7448,0.7117,0.73485,0.70205,0.68295,0.6328,0.588,0.6233,0.7659,1.02425,1.1223,1.0873,1.079,0.9584,0.7525,0.62315
E1,01/08/2002,0.52995,0.4687,0.44125,0.45435,0.45765,0.53445,0.72565,0.7872,0.7297,0.721,0.70405,0.66195,0.63015,0.5984,0.5745,0.5994,0.729,1.0192,1.11785,1.0454,1.0318,0.9126,0.78525,0.62175
E1,01/09/2002,0.51325,0.4563,0.4213,0.43185,0.44915,0.53165,0.70695,0.79785,0.7282,0.69225,0.68485,0.60345,0.599,0.59185,0.5874,0.59645,0.7295,0.97535,1.12,1.07025,0.98365,0.9106,0.7683,0.6009
E1,01/10/2002,0.5156,0.47905,0.4524,0.4638,0.48355,0.56105,0.73325,0.84205,0.7733,0.7207,0.67105,0.6286,0.6238,0.5787,0.5804,0.59485,0.70095,0.95085,1.0813,1.0149,0.9818,0.9168,0.7682,0.6444
E1,01/11/2002,0.5562,0.5016,0.47015,0.46965,0.48675,0.55505,0.72425,0.8388,0.7588,0.7647,0.71335,0.67165,0.62955,0.61895,0.5973,0.60985,0.6952,0.9375,1.055,1.0227,0.99465,0.89445,0.8035,0.672
E1,01/12/2002,0.56235,0.5187,0.4872,0.47075,0.4799,0.5071,0.5526,0.6781,0.79025,0.85535,0.86495,0.8411,0.8186,0.80805,0.74695,0.7713,0.83445,1.00805,1.03715,1.03045,1.02915,0.9592,0.85095,0.71175
E1,01/13/2002,0.5952,0.5288,0.4945,0.4796,0.4888,0.5009,0.58685,0.7052,0.78805,0.87875,0.91365,0.86085,0.8439,0.77995,0.77145,0.7627,0.83185,1.11,1.16545,1.1679,1.07855,0.9713,0.7978,0.6392
E1,01/14/2002,0.53465,0.49335,0.469,0.4773,0.50605,0.5762,0.75645,0.8489,0.77805,0.739,0.72645,0.68605,0.68735,0.6468,0.60145,0.65525,0.78745,1.0519,1.18215,1.15205,1.0845,0.99945,0.86895,0.67195
E1,01/15/2002,0.56425,0.51895,0.4909,0.49835,0.5211,0.60545,0.8312,0.9046,0.8041,0.73125,0.7261,0.6891,0.67315,0.64165,0.63585,0.6415,0.7526,1.0164,1.15445,1.1551,1.12065,1.0164,0.8752,0.69275
E1,01/16/2002,0.58945,0.5399,0.52295,0.52595,0.5561,0.6313,0.8153,0.95075,0.8426,0.7823,0.764,0.6971,0.70645,0.66695,0.61945,0.6376,0.7526,1.0266,1.1864,1.13,1.1005,1.02285,0.87335,0.6904
