Profile,Date,1:00 am,2:00 am,3:00 am,4:00 am,5:00 am,6:00 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,12:00 pm,1:00 pm,2:00 pm,3:00 pm,4:00 pm,5:00 pm,6:00 pm,7:00 pm,8:00 pm,9:00 pm,10:00 pm,11:00 pm,12:00 am
E1,01/01/2007,0.7566,0.71515,0.7018,0.63645,0.6097,0.61865,0.67615,0.7389,0.8278,0.92005,0.94565,0.9092,0.9034,0.8796,0.84345,0.83535,0.9426,1.16855,1.27485,1.2327,1.19805,1.1043,0.96045,0.84215
E1,01/02/2007,0.652,0.58265,0.5602,0.5632,0.59215,0.64465,0.7582,0.8619,0.9144,0.8875,0.876,0.8429,0.80075,0.75765,0.77085,0.78165,0.85405,1.09775,1.216,1.23945,1.23135,1.11165,0.9549,0.8105
E1,01/03/2007,0.6711,0.56675,0.5612,0.54365,0.59025,0.6082,0.7584,0.89035,0.8975,0.88855,0.8036,0.7489,0.7572,0.72645,0.6857,0.74305,0.80525,1.03375,1.12755,1.15455,1.1272,1.01855,0.8417,0.70105
E1,01/04/2007,0.6285,0.56035,0.5444,0.52485,0.5314,0.58695,0.7174,0.81985,0.8191,0.8375,0.79825,0.8024,0.7979,0.75605,0.76915,0.802,0.879,1.12225,1.2067,1.24415,1.21815,1.1131,0.96215,0.82635
E1,01/05/2007,0.7155,0.66005,0.64,0.6083,0.62105,0.68225,0.7967,0.93555,0.9394,0.8944,0.8416,0.8297,0.81645,0.79315,0.73385,0.73765,0.85,1.06655,1.1908,1.20605,1.1824,1.0581,0.94895,0.833
E1,01/06/2007,0.73235,0.6934,0.64675,0.6283,0.6155,0.6489,0.7257,0.83105,0.9135,0.99145,0.9467,0.94885,0.89485,0.8726,0.81,0.8099,0.8915,1.1138,1.1865,1.16795,1.14485,1.04865,0.92915,0.80085
E1,01/07/2007,0.70545,0.6258,0.5971,0.58655,0.58065,0.61625,0.70065,0.7719,0.8628,0.913,0.91,0.901,0.84175,0.8385,0.78825,0.7934,0.8764,1.1167,1.201,1.22345,1.21595,1.08435,0.92545,0.80055
E1,01/08/2007,0.65775,0.5862,0.5751,0.56415,0.59165,0.67375,0.84355,0.93665,0.89935,0.85535,0.8119,0.76615,0.73165,0.70715,0.66725,0.67865,0.7731,1.028,1.1817,1.1752,1.1811,1.0717,0.8843,0.72455
E1,01/09/2007,0.65145,0.60805,0.5908,0.57895,0.6001,0.68295,0.8545,0.9539,0.87065,0.84065,0.7486,0.72955,0.7083,0.6997,0.6548,0.68125,0.73495,0.99845,1.1444,1.16155,1.1564,1.05855,0.9007,0.76125
E1,01/10/2007,0.62685,0.5619,0.54125,0.54525,0.5658,0.64105,0.8476,0.96825,0.90045,0.8563,0.78505,0.71875,0.7381,0.70645,0.6845,0.6841,0.8199,1.1059,1.2001,1.25335,1.2227,1.10565,0.939,0.7832
E1,01/11/2007,0.6835,0.6342,0.62655,0.62595,0.64725,0.7168,0.89185,0.9968,0.93,0.894,0.832,0.78805,0.7518,0.7361,0.7109,0.73315,0.81855,1.10905,1.2547,1.3135,1.3003,1.1793,1.04475,0.86315
E1,01/12/2007,0.7848,0.73685,0.7199,0.7042,0.7312,0.7824,0.9582,1.05475,0.98345,0.95075,0.9107,0.84625,0.81245,0.8037,0.78695,0.8196,0.8987,1.13235,1.2969,1.30425,1.2497,1.15305,1.05615,0.9553
E1,01/13/2007,0.857,0.79295,0.76135,0.7433,0.75995,0.79365,0.8767,0.98585,1.0552,1.07285,1.04325,1.0153,0.96905,0.9057,0.89885,0.88205,0.971,1.169,1.2816,1.2899,1.2841,1.1363,1.0121,0.92465
