Profile,Date,1:00 am,2:00 am,3:00 am,4:00 am,5:00 am,6:00 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,12:00 pm,1:00 pm,2:00 pm,3:00 pm,4:00 pm,5:00 pm,6:00 pm,7:00 pm,8:00 pm,9:00 pm,10:00 pm,11:00 pm,12:00 am
E1,01/01/2008,0.7795,0.7293,0.6698,0.6359,0.591,0.5961,0.6456,0.70495,0.76685,0.8705,0.94775,0.90635,0.91685,0.8141,0.79845,0.83495,0.91175,1.093,1.1932,1.2054,1.21075,1.08675,0.905,0.7679
E1,01/02/2008,0.6485,0.60605,0.5777,0.5697,0.5792,0.66265,0.75795,0.8506,0.8729,0.8818,0.8561,0.8018,0.8032,0.75895,0.7322,0.71985,0.8431,1.0911,1.17675,1.1923,1.1896,1.07255,0.93355,0.79865
E1,01/03/2008,0.6529,0.60485,0.56855,0.5499,0.5589,0.6028,0.7049,0.7533,0.8391,0.8802,0.82575,0.83495,0.84975,0.83485,0.85585,0.86305,0.9546,1.1401,1.148,1.1755,1.1079,1.0268,0.8894,0.75935
E1,01/04/2008,0.6358,0.5762,0.5176,0.50765,0.513,0.5902,0.656,0.69885,0.7338,0.79615,0.81975,0.81535,0.7623,0.7681,0.739,0.7481,0.84085,0.9732,0.9239,0.93015,0.89525,0.86715,0.7549,0.68225
E1,01/05/2008,0.5861,0.5117,0.50045,0.47605,0.46645,0.5069,0.5738,0.64895,0.73585,0.8104,0.86875,0.88305,0.89425,0.88145,0.93505,0.93855,0.9738,1.0781,1.1186,1.07435,1.06135,0.9995,0.8862,0.76315
E1,01/06/2008,0.69565,0.6114,0.5584,0.553,0.54495,0.56765,0.63665,0.74985,0.82415,0.91125,0.94735,0.93375,0.919,0.9572,0.9981,0.98165,1.0521,1.2047,1.18725,1.21645,1.1462,1.0438,0.9116,0.76685
E1,01/07/2008,0.6734,0.59765,0.5456,0.5422,0.5463,0.6229,0.7813,0.88665,0.8179,0.7777,0.7592,0.7457,0.74225,0.6915,0.652,0.70585,0.85195,1.0872,1.19455,1.2013,1.1853,1.05375,0.90375,0.7477
E1,01/08/2008,0.6621,0.62355,0.5801,0.55055,0.5401,0.6438,0.81005,0.9048,0.86495,0.86975,0.8561,0.82695,0.77385,0.75615,0.801,0.8461,0.95495,1.12205,1.211,1.163,1.16125,1.01075,0.8632,0.70495
E1,01/09/2008,0.61835,0.59045,0.5558,0.5438,0.5373,0.6098,0.76545,0.86485,0.80855,0.7971,0.7681,0.7692,0.75135,0.71155,0.7012,0.75175,0.84045,1.04315,1.16915,1.1586,1.1306,1.03705,0.89675,0.72555
E1,01/10/2008,0.6159,0.57045,0.54875,0.52805,0.5406,0.6123,0.742,0.86305,0.7994,0.79625,0.77565,0.74275,0.75075,0.6972,0.72065,0.74575,0.8226,1.0341,1.1004,1.13425,1.07735,0.9701,0.80695,0.66995
