Profile,Date,1:00 am,2:00 am,3:00 am,4:00 am,5:00 am,6:00 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,12:00 pm,1:00 pm,2:00 pm,3:00 pm,4:00 pm,5:00 pm,6:00 pm,7:00 pm,8:00 pm,9:00 pm,10:00 pm,11:00 pm,12:00 am
E1,01/01/2012,0.75825,0.69675,0.6494,0.60885,0.59405,0.64065,0.672,0.74,0.7901,0.8997,0.92345,0.91735,0.8511,0.8351,0.78525,0.7687,0.8403,1.0062,1.07195,1.1053,1.0592,0.9497,0.878,0.76985
E1,01/02/2012,0.65795,0.6107,0.58965,0.54695,0.5505,0.5747,0.6699,0.75905,0.8604,0.9109,0.957,0.9628,0.9233,0.8827,0.8563,0.8212,0.9055,1.12215,1.1552,1.16,1.12415,1.01735,0.8828,0.7228
E1,01/03/2012,0.62995,0.5796,0.5538,0.52575,0.54805,0.6166,0.75915,0.8221,0.8081,0.807,0.78405,0.7653,0.7476,0.68925,0.68555,0.7186,0.7608,1.05945,1.1363,1.11315,1.0831,0.98245,0.871,0.7238
E1,01/04/2012,0.63655,0.5825,0.55135,0.5284,0.54765,0.62355,0.7585,0.84715,0.8004,0.78845,0.74105,0.72575,0.68095,0.68975,0.61185,0.63135,0.73565,0.979,1.0348,1.09985,1.05935,0.93035,0.8238,0.7226
E1,01/05/2012,0.62375,0.5486,0.5275,0.51515,0.5493,0.59495,0.725,0.83685,0.8033,0.78725,0.74465,0.73475,0.69015,0.6508,0.60865,0.6086,0.6977,0.9407,1.02335,1.0223,1.0331,0.9376,0.83355,0.71985
E1,01/06/2012,0.63095,0.57085,0.55255,0.5324,0.53185,0.6022,0.77385,0.85155,0.8436,0.79065,0.75955,0.71715,0.71645,0.6917,0.66515,0.6559,0.759,0.94405,1.0027,1.05965,1.012,0.9311,0.8344,0.73665
E1,01/07/2012,0.66445,0.60395,0.5711,0.5506,0.5499,0.5881,0.6616,0.7438,0.85805,0.9021,0.92855,0.89375,0.81505,0.7657,0.7406,0.7122,0.78555,1.00345,1.08005,1.08365,0.98475,0.93385,0.83585,0.74765
E1,01/08/2012,0.6727,0.6073,0.55925,0.5288,0.54465,0.57025,0.622,0.70835,0.81195,0.8794,0.9032,0.8719,0.86265,0.85245,0.86115,0.8127,0.82215,1.02645,1.1437,1.13175,1.10295,1.00175,0.8423,0.71405
E1,01/09/2012,0.61865,0.57165,0.5627,0.5378,0.5654,0.6573,0.80845,0.88775,0.84605,0.832,0.80945,0.7462,0.7132,0.66775,0.6184,0.64175,0.76205,0.93985,1.0572,1.0986,1.0663,1.00495,0.81485,0.70535
E1,01/10/2012,0.63615,0.58795,0.5757,0.5554,0.58145,0.65395,0.79645,0.8785,0.8441,0.82985,0.8016,0.7651,0.7092,0.7056,0.6947,0.652,0.72495,0.96735,1.07245,1.07575,1.06155,1.03675,0.8544,0.739
