Profile,Date,1:00 am,2:00 am,3:00 am,4:00 am,5:00 am,6:00 am,7:00 am,8:00 am,9:00 am,10:00 am,11:00 am,12:00 pm,1:00 pm,2:00 pm,3:00 pm,4:00 pm,5:00 pm,6:00 pm,7:00 pm,8:00 pm,9:00 pm,10:00 pm,11:00 pm,12:00 am
E1,01/01/2009,0.7631,0.69005,0.6358,0.5929,0.5865,0.62695,0.62795,0.69335,0.7741,0.84625,0.9173,0.9439,0.94205,0.88475,0.8519,0.89875,0.983,1.1674,1.2318,1.2091,1.14075,1.0604,0.9648,0.8347
E1,01/02/2009,0.70755,0.6402,0.59515,0.57105,0.58645,0.63175,0.66795,0.7463,0.8454,0.8886,0.9406,0.96895,0.9291,0.89085,0.8365,0.8441,0.91555,1.1414,1.2103,1.1363,1.1336,1.0621,1.00475,0.86635
E1,01/03/2009,0.75815,0.67915,0.6251,0.58925,0.61695,0.6483,0.6801,0.77345,0.87005,0.9151,0.9727,0.93925,0.8723,0.82895,0.82555,0.8405,0.91215,1.1373,1.20955,1.18245,1.19695,1.1155,1.0259,0.9098
E1,01/04/2009,0.79175,0.72525,0.67445,0.6598,0.6678,0.69855,0.73755,0.8578,0.93785,0.98715,0.9893,0.9648,0.99145,0.9571,0.93145,0.92955,1.01045,1.23655,1.33395,1.31495,1.27975,1.21295,1.03715,0.86075
E1,01/05/2009,0.72765,0.6581,0.5961,0.58935,0.617,0.70575,0.81565,0.9247,0.857,0.852,0.88495,0.84665,0.8591,0.88125,0.8056,0.84065,0.95695,1.1497,1.2691,1.28995,1.25195,1.1326,0.9399,0.7818
E1,01/06/2009,0.6772,0.62305,0.5731,0.55685,0.58285,0.65795,0.79315,0.90905,0.8491,0.8209,0.7862,0.7742,0.75375,0.7314,0.7238,0.74665,0.8093,1.0934,1.23405,1.21825,1.21515,1.10335,0.95595,0.77865
E1,01/07/2009,0.65935,0.61345,0.56315,0.5663,0.57985,0.67285,0.824,0.92795,0.88865,0.81525,0.80525,0.8099,0.7582,0.7215,0.6742,0.72725,0.8755,1.10525,1.19235,1.18035,1.1778,1.11445,0.92815,0.74585
E1,01/08/2009,0.64705,0.60395,0.56465,0.55455,0.5814,0.6489,0.7675,0.8946,0.89165,0.82705,0.79255,0.7716,0.724,0.7062,0.72265,0.7708,0.85945,1.04065,1.15825,1.20955,1.20985,1.1384,0.9559,0.7728
E1,01/09/2009,0.65615,0.6129,0.5823,0.56535,0.5995,0.6882,0.824,0.9505,0.87355,0.8061,0.819,0.789,0.7592,0.70505,0.6673,0.7536,0.79315,1.0352,1.16775,1.12295,1.08865,1.0075,0.89795,0.77235
E1,01/10/2009,0.68755,0.6348,0.59295,0.58945,0.5974,0.6535,0.72225,0.8177,0.91685,0.97225,0.914,0.8714,0.8272,0.79065,0.77425,0.7759,0.81465,1.03735,1.14755,1.08795,1.0647,0.9631,0.8886,0.7856
